path,class_label,identity
dataset/synthetic/class_B/B/B_0001.png,class_B,professor
dataset/synthetic/class_B/B/B_0002.png,class_B,professor
dataset/synthetic/class_B/B/B_0003.png,class_B,professor
dataset/synthetic/class_B/B/B_0004.png,class_B,professor
dataset/synthetic/class_B/B/B_0005.png,class_B,professor
dataset/synthetic/class_B/B/B_0006.png,class_B,professor
dataset/synthetic/class_B/B/B_0007.png,class_B,professor
dataset/synthetic/class_B/B/B_0010.png,class_B,professor
dataset/synthetic/class_B/B/B_0011.png,class_B,professor
dataset/synthetic/class_B/B/B_0012.png,class_B,professor
dataset/synthetic/class_B/B/B_0013.png,class_B,professor
dataset/synthetic/class_B/B/B_0015.png,class_B,professor
dataset/synthetic/class_B/B/B_0016.png,class_B,professor
dataset/synthetic/class_B/B/B_0017.png,class_B,professor
dataset/synthetic/class_B/B/B_0019.png,class_B,professor
dataset/synthetic/class_B/B/B_0020.png,class_B,professor
dataset/synthetic/class_B/B/B_0021.png,class_B,professor
dataset/synthetic/class_B/B/B_0023.png,class_B,professor
dataset/synthetic/class_B/B/B_0024.png,class_B,professor
dataset/synthetic/class_B/B/B_0027.png,class_B,professor
dataset/synthetic/class_B/B/B_0029.png,class_B,professor
dataset/synthetic/class_B/B/B_0030.png,class_B,professor
dataset/synthetic/class_B/B/B_0031.png,class_B,professor
dataset/synthetic/class_B/B/B_0032.png,class_B,professor
dataset/synthetic/class_B/B/B_0033.png,class_B,professor
dataset/synthetic/class_B/B/B_0034.png,class_B,professor
dataset/synthetic/class_B/B/B_0035.png,class_B,professor
dataset/synthetic/class_B/B/B_0036.png,class_B,professor
dataset/synthetic/class_B/B/B_0037.png,class_B,professor
dataset/synthetic/class_B/B/B_0038.png,class_B,professor
dataset/synthetic/class_B/B/B_0040.png,class_B,professor
dataset/synthetic/class_B/B/B_0042.png,class_B,professor
dataset/synthetic/class_B/B/B_0043.png,class_B,professor
dataset/synthetic/class_B/B/B_0044.png,class_B,professor
dataset/synthetic/class_B/B/B_0046.png,class_B,professor
dataset/synthetic/class_B/B/B_0048.png,class_B,professor
dataset/synthetic/class_B/B/B_0049.png,class_B,professor
dataset/synthetic/class_B/B/B_0050.png,class_B,professor
dataset/synthetic/class_B/B/B_0051.png,class_B,professor
dataset/synthetic/class_B/B/B_0053.png,class_B,professor
dataset/synthetic/class_B/B/B_0054.png,class_B,professor
dataset/synthetic/class_B/B/B_0055.png,class_B,professor
dataset/synthetic/class_B/B/B_0060.png,class_B,professor
dataset/synthetic/class_B/B/B_0061.png,class_B,professor
dataset/synthetic/class_B/B/B_0062.png,class_B,professor
dataset/synthetic/class_B/B/B_0063.png,class_B,professor
dataset/synthetic/class_B/B/B_0064.png,class_B,professor
dataset/synthetic/class_B/B/B_0068.png,class_B,professor
dataset/synthetic/class_B/B/B_0069.png,class_B,professor
dataset/synthetic/class_B/B/B_0070.png,class_B,professor
dataset/synthetic/class_B/B/B_0072.png,class_B,professor
dataset/synthetic/class_B/B/B_0073.png,class_B,professor
dataset/synthetic/class_B/B/B_0075.png,class_B,professor
dataset/synthetic/class_B/B/B_0076.png,class_B,professor
dataset/synthetic/class_B/B/B_0077.png,class_B,professor
dataset/synthetic/class_B/B/B_0078.png,class_B,professor
dataset/synthetic/class_B/B/B_0079.png,class_B,professor
dataset/synthetic/class_B/B/B_0080.png,class_B,professor
dataset/synthetic/class_B/B/B_0081.png,class_B,professor
dataset/synthetic/class_B/B/B_0082.png,class_B,professor
dataset/synthetic/class_B/B/B_0083.png,class_B,professor
dataset/synthetic/class_B/B/B_0084.png,class_B,professor
dataset/synthetic/class_B/B/B_0086.png,class_B,professor
